PMID,Diseases,GeneSymbol,EntrezGene
30008265,cancer>MESH:D009369,IFI6,2537
30008265,cancer>MESH:D009369,TSC22D3,1831
30008265,cancer>MESH:D009369,OTUD1,220213
30008265,cancer>MESH:D009369,BBOX1,8424
30008265,cancer>MESH:D009369,LRP11,84918
30008265,cancer>MESH:D009369,RAB6A,5870
30008265,cancer>MESH:D009369,EFEMP1,2202
30008265,cancer>MESH:D009369,SPARC,6678
30008265,cancer>MESH:D009369,EEF2K,29904
30008265,cancer>MESH:D009369,LAMP2,3920
30008265,cancer>MESH:D009369,SRPX,8406
30008265,cancer>MESH:D009369,SPRR2E,6704
30008265,cancer>MESH:D009369,CTSC,1075
30008265,cancer>MESH:D009369,KLF6,1316
30008265,cancer>MESH:D009369,PUS7,54517
30008265,cancer>MESH:D009369,CEP55,55165
29888653,cancer>MESH:D009369,CD45,5788
29888653,cancer>MESH:D009369,CD31,5175
29888653,cancer>MESH:D009369,PCDH18,54510
29888653,cancer>MESH:D009369,MGP,4256
29888653,cancer>MESH:D009369,SPARCL1,8404
29888653,cancer>MESH:D009369,KRTDAP,388533
29884414,cancer>MESH:D009369,P16,1029
28735466,cancer>MESH:D009369,MCT-1,6566
28735466,cancer>MESH:D009369,MCT-4,9123
28735466,cancer>MESH:D009369,GLUT-1,6513
28735466,cancer>MESH:D009369,GLUT-3,6515
29426835,cancer>MESH:D009369,ALDH2,217
28975663,cancer>MESH:D009369,CD3,397455
28975663,cancer>MESH:D009369,CD8,925
28975663,cancer>MESH:D009369,PD-1,5133
28975663,cancer>MESH:D009369,FOXP3,50943
28975663,cancer>MESH:D009369,CD163,9332
28975663,cancer>MESH:D009369,PD-1,100037293
28975663,cancer>MESH:D009369,FOXP3,444998
28975663,cancer>MESH:D009369,CD163,397031
28301959,cancer>MESH:D009369,C-reactive protein,1401
28961833,cancer>MESH:D009369,EGFR,1956
28961833,cancer>MESH:D009369,HER2,2064
28961833,cancer>MESH:D009369,HER3,2065
28961833,cancer>MESH:D009369,c-MET,4233
28961833,cancer>MESH:D009369,PTEN,5728
27913065,cancer>MESH:D009369,SLC3A2,6520
27322459,cancer>MESH:D009369,PCAN-1,118425
27583873,cancer>MESH:D009369,Selenium-binding protein 1,8991
27344185,cancer>MESH:D009369,miR-497,574456
27391431,cancer>MESH:D009369,HMGB1,3146
26716418,cancer>MESH:D009369,TGF-beta,7040
25819524,cancer>MESH:D009369,galectin-1,3956
25819524,cancer>MESH:D009369,galectin-3,3958
25819524,cancer>MESH:D009369,galectin-9,3965
25965366,cancer>MESH:D009369,PD-L1,29126
25965366,cancer>MESH:D009369,MEK,5609
25965366,cancer>MESH:D009369,BRAF,673
25965366,cancer>MESH:D009369,OX40,7293
25965366,cancer>MESH:D009369,chemokine (C-C motif) receptor 4,1233
23416980,cancer>MESH:D009369,miR-125b-1,406911
23416980,cancer>MESH:D009369,TACSTD2,4070
23416980,cancer>MESH:D009369,miR,220972
23416980,cancer>MESH:D009369,cell-surface glycoprotein,9308
24770634,cancer>MESH:D009369,Twist1,7291
23124598,cancer>MESH:D009369,miR-708,100126333
23124598,cancer>MESH:D009369,miR-29c,407026
23124598,cancer>MESH:D009369,miR-30e,407034
23124598,cancer>MESH:D009369,miR-27b,407019
22944049,cancer>MESH:D009369,PRAME,23532
22944049,cancer>MESH:D009369,retinoic acid receptor,5914
22944049,cancer>MESH:D009369,nodal,4838
24083732,cancer>MESH:D009369,eIF4E,1977
23481573,cancer>MESH:D009369,TEX101,83639
23481573,cancer>MESH:D009369,Ly6k,76486
23481573,cancer>MESH:D009369,TEX101,56746
23093268,cancer>MESH:D009369,KLKs,354
22917149,cancer>MESH:D009369,FOXM1,2305
22245045,cancer>MESH:D009369,Plectin,5339
22245045,cancer>MESH:D009369,Erk 1/2,5595;5594
22245045,cancer>MESH:D009369,E-cadherin,999
19450560,cancer>MESH:D009369,Snail,6615
14732777,cancer>MESH:D009369,metallopanstimulin-1,6232
30813269,Cancer>MESH:D009369,Galectin-3 Binding Protein,3959
30813269,Cancer>MESH:D009369,osteopontin,6696
29229598,Cancer>MESH:D009369,CDK2,1017
29229598,Cancer>MESH:D009369,CHK1,1111
29229598,Cancer>MESH:D009369,CHK,4145
29577858,Cancer>MESH:D009369,GAGE1,2543
29577858,Cancer>MESH:D009369,XAGE1,653220
29577858,Cancer>MESH:D009369,ARMC3,219681
29577858,Cancer>MESH:D009369,DDX53,168400
29577858,Cancer>MESH:D009369,FTHL17,53940
29577858,Cancer>MESH:D009369,MAGEA11,4110
29577858,Cancer>MESH:D009369,SYCE1,93426
29577858,Cancer>MESH:D009369,TCP11,6954
26446381,Cancer>MESH:D009369,CD47,961
26446381,Cancer>MESH:D009369,SIRPalpha,140885
30542790,cancers>MESH:D009369,BRCA,672
31698994,carcinoma>MESH:D002277,CHAC2,494143
31698994,carcinoma>MESH:D002277,CLEC9A,283420
31698994,carcinoma>MESH:D002277,GNG10,2790
31698994,carcinoma>MESH:D002277,JCHAIN,3512
31698994,carcinoma>MESH:D002277,KLRB1,3820
31698994,carcinoma>MESH:D002277,NOG,9241
31698994,carcinoma>MESH:D002277,OLR1,4973
31698994,carcinoma>MESH:D002277,PRELID2,153768
31698994,carcinoma>MESH:D002277,SYT1,6857
31698994,carcinoma>MESH:D002277,VWCE,220001
31698994,carcinoma>MESH:D002277,ZNF443,10224
25043563,glottic cancer>MESH:D009369,EpCAM,4072
23978072,GPI anchored proteins>MESH:D058495,GPI transamidase,606750
23978072,GPI anchored proteins>MESH:D058495,PIG-U,100154657
12861629,head and neck cancer metastasis>MESH:D006258,matrix metalloproteinase-2, -9,4313;4318
12861629,head and neck cancer metastasis>MESH:D006258,MMP-2,4313
12861629,head and neck cancer metastasis>MESH:D006258,TIMP-1,7076
31541927,head and neck cancer>MESH:D006258,CASP8,841
31541927,head and neck cancer>MESH:D006258,MDM2,4193
31541927,head and neck cancer>MESH:D006258,Wee1,7465
31541927,head and neck cancer>MESH:D006258,HRAS,3265
31059079,head and neck cancer>MESH:D006258,REG III,18489
31059079,head and neck cancer>MESH:D006258,Regenerating gene III,130120
30642292,head and neck cancer>MESH:D006258,IGF1R,3480
30642292,head and neck cancer>MESH:D006258,LAMC2,3918
30642292,head and neck cancer>MESH:D006258,ITGB1,3688
30642292,head and neck cancer>MESH:D006258,IL-6,3569
31131446,head and neck cancer>MESH:D006258,PAX9,5083
31131446,head and neck cancer>MESH:D006258,STK33,65975
31131446,head and neck cancer>MESH:D006258,GPR150,285601
31131446,head and neck cancer>MESH:D006258,INSM1,3642
31131446,head and neck cancer>MESH:D006258,EPHX3,79852
30409308,head and neck cancer>MESH:D006258,YAP,10413
29930379,head and neck cancer>MESH:D006258,C1GALT1,56913
29682090,head and neck cancer>MESH:D006258,SST,6750
29682090,head and neck cancer>MESH:D006258,TAC1,6863
29682090,head and neck cancer>MESH:D006258,HCRT,3060
29682090,head and neck cancer>MESH:D006258,NPY,4852
29682090,head and neck cancer>MESH:D006258,GAL,51083
29370316,head and neck cancer>MESH:D006258,MGMT,4255
27444451,head and neck cancer>MESH:D006258,CD151,977
28352657,head and neck cancer>MESH:D006258,Src,6714
28352657,head and neck cancer>MESH:D006258,STAT3,6774
27685843,head and neck cancer>MESH:D006258,GALR1/2,2587;8811
27685843,head and neck cancer>MESH:D006258,GALR1,2587
27685843,head and neck cancer>MESH:D006258,GALR2,8811
27028310,head and neck cancer>MESH:D006258,KRAS,3845
27028310,head and neck cancer>MESH:D006258,NOTCH1,4851
26888626,head and neck cancer>MESH:D006258,CD3zeta-chain,919
26888626,head and neck cancer>MESH:D006258,IFN-gamma,3458
26919854,head and neck cancer>MESH:D006258,fibrinogen,2244
27385000,head and neck cancer>MESH:D006258,uPA,5328
27385000,head and neck cancer>MESH:D006258,uPAR,5329
27385000,head and neck cancer>MESH:D006258,SERPINE1,5054
27172790,head and neck cancer>MESH:D006258,vimentin,7431
27172790,head and neck cancer>MESH:D006258,beta-actin,728378
24890618,head and neck cancer>MESH:D006258,Cox,1351
25770642,head and neck cancer>MESH:D006258,ADH1B,125
24596130,head and neck cancer>MESH:D006258,KEAP1,9817
24596130,head and neck cancer>MESH:D006258,CUL3,8452
24596130,head and neck cancer>MESH:D006258,RBX1,9978
24596130,head and neck cancer>MESH:D006258,NRF2,4780
26057452,head and neck cancer>MESH:D006258,miR-574-3p,693159
24064970,head and neck cancer>MESH:D006258,ERCC1,2067
24064970,head and neck cancer>MESH:D006258,XPF,2072
23743605,head and neck cancer>MESH:D006258,REG,5967
22466864,head and neck cancer>MESH:D006258,hEAG1,3756
22373581,head and neck cancer>MESH:D006258,VEGFR,3791
22373581,head and neck cancer>MESH:D006258,PARP,142
22373581,head and neck cancer>MESH:D006258,mTOR,2475
22403616,head and neck cancer>MESH:D006258,XIAP,331
21998657,head and neck cancer>MESH:D006258,MMP-10,4319
21998657,head and neck cancer>MESH:D006258,Periostin,10631
21998657,head and neck cancer>MESH:D006258,IFITM1,8519
21998657,head and neck cancer>MESH:D006258,Wingless-type MMTV integration site family, member 5B,81029
21998657,head and neck cancer>MESH:D006258,p38,1432
20689826,head and neck cancer>MESH:D006258,S100A7,6278
20501619,head and neck cancer>MESH:D006258,MIR196A2,406973
20098841,head and neck cancer>MESH:D006258,vascular endothelial growth factor,7422
16619566,head and neck cancer>MESH:D006258,melanoma antigen,51152
15375549,head and neck cancer>MESH:D006258,DNA methyltransferase 3B,1789
11574775,head and neck cancer>MESH:D006258,PS 0-1,5663
10443096,head and neck cancer>MESH:D006258,PI 9,5272
10320092,head and neck cancer>MESH:D006258,IL-2,3558
10320092,head and neck cancer>MESH:D006258,IL-4,3565
8914904,head and neck cancer>MESH:D006258,retinoblastoma,5925
8877195,head and neck cancer>MESH:D006258,fMLP,2357
30421089,Head and Neck Cancer>MESH:D006258,CIAP1,329
30723145,Head and Neck Cancer>MESH:D006258,IRS1,3667
30723145,Head and Neck Cancer>MESH:D006258,E2F7,144455
30723145,Head and Neck Cancer>MESH:D006258,WNT7B,7477
30723145,Head and Neck Cancer>MESH:D006258,FZD2,2535
30723145,Head and Neck Cancer>MESH:D006258,ITGA6,3655
30723145,Head and Neck Cancer>MESH:D006258,miR-30a,407029
30411850,Head and Neck Cancer>MESH:D006258,keratin type II, nucleolin,4691
30411850,Head and Neck Cancer>MESH:D006258,prelamin-A/C,4000
30411850,Head and Neck Cancer>MESH:D006258,PGAM1,5223
29486141,Head and Neck Cancer>MESH:D006258,CD317,684
29486141,Head and Neck Cancer>MESH:D006258,CD68,968
29486141,Head and Neck Cancer>MESH:D006258,CD317,69550
29661793,Head and Neck Cancer>MESH:D006258,pT1,58492
28120940,Head and Neck Cancer>MESH:D006258,Parathyroid Hormone-Like Hormone,5744
28120940,Head and Neck Cancer>MESH:D006258,RUNX2,860
28120940,Head and Neck Cancer>MESH:D006258,PTHLH,19227
28120940,Head and Neck Cancer>MESH:D006258,CCNA2,890
28120940,Head and Neck Cancer>MESH:D006258,CCNE2,9134
28120940,Head and Neck Cancer>MESH:D006258,CDC25A,993
27863568,Head and Neck Cancer>MESH:D006258,epidermal growth factor receptor,24329
26808319,Head and Neck Cancer>MESH:D006258,ANO1,55107
26808319,Head and Neck Cancer>MESH:D006258,FADD,8772
26808319,Head and Neck Cancer>MESH:D006258,MYC,4609
26808319,Head and Neck Cancer>MESH:D006258,FOS,2353
26808319,Head and Neck Cancer>MESH:D006258,HSPA4,3308
26808319,Head and Neck Cancer>MESH:D006258,ECT2,1894
26808319,Head and Neck Cancer>MESH:D006258,TP63,8626
26808319,Head and Neck Cancer>MESH:D006258,EXT1,2131
26808319,Head and Neck Cancer>MESH:D006258,NCBP2,22916
26808319,Head and Neck Cancer>MESH:D006258,UBE2V2,7336
26808319,Head and Neck Cancer>MESH:D006258,PLAC8,51316
26808319,Head and Neck Cancer>MESH:D006258,TTK,7272
26808319,Head and Neck Cancer>MESH:D006258,CRYM,1428
31325708,Head And Neck Cancer>MESH:D006258,HN5,100463289
31325708,Head And Neck Cancer>MESH:D006258,EIF4EBP1,1978
31325708,Head And Neck Cancer>MESH:D006258,TXNRD1,7296
11568556,head and neck squamous cell cancer>MESH:C535575,Rho A,387
11568556,head and neck squamous cell cancer>MESH:C535575,Rac 2,5880
11568556,head and neck squamous cell cancer>MESH:C535575,Cdc42,998
11568556,head and neck squamous cell cancer>MESH:C535575,PI3K, 2E4,5293
11568556,head and neck squamous cell cancer>MESH:C535575,Arp2,10097
28220856,Head and Neck Squamous Cell Carcinoma>MESH:C535575,Bmi-1,648
28220856,Head and Neck Squamous Cell Carcinoma>MESH:C535575,Nanog,79923
28220856,Head and Neck Squamous Cell Carcinoma>MESH:C535575,Oct-4,5460
27760788,Head and Neck Squamous Cell Carcinoma>MESH:C535575,miR-376c,442913
27760788,Head and Neck Squamous Cell Carcinoma>MESH:C535575,INHBA,3624
25481760,HPV Positive Head and Neck Cancer>MESH:D006258,LCE3D,84648
25481760,HPV Positive Head and Neck Cancer>MESH:D006258,HMOX1,3162
25481760,HPV Positive Head and Neck Cancer>MESH:D006258,KRT19,3880
25481760,HPV Positive Head and Neck Cancer>MESH:D006258,MDK,4192
25481760,HPV Positive Head and Neck Cancer>MESH:D006258,TSPAN1,10103
16788763,hypopharyngeal cancer>MESH:D007012,Galectin 7,3963
16788763,hypopharyngeal cancer>MESH:D007012,galectins 1 and 3,3956;3958
14676830,hypopharyngeal cancer>MESH:D007012,EIF4G1,1981
14676830,hypopharyngeal cancer>MESH:D007012,DVL3,1857
14676830,hypopharyngeal cancer>MESH:D007012,EPHB4,2050
14676830,hypopharyngeal cancer>MESH:D007012,MCM7,4176
14676830,hypopharyngeal cancer>MESH:D007012,BRMS1,25855
14676830,hypopharyngeal cancer>MESH:D007012,SART1,9092
29271789,Hypopharyngeal Cancer>MESH:D007012,PD-L2,80380
29271789,Hypopharyngeal Cancer>MESH:D007012,CTLA-4,1493
27669116,kidney disease>MESH:D007674,Sec3,55763
27669116,kidney disease>MESH:D007674,Sec5,55770
27669116,kidney disease>MESH:D007674,Sec6,11336
27669116,kidney disease>MESH:D007674,Sec8,60412
27669116,kidney disease>MESH:D007674,Sec10,10640
27669116,kidney disease>MESH:D007674,Sec15,54536
27669116,kidney disease>MESH:D007674,Exo70,23265
27669116,kidney disease>MESH:D007674,Exo84,149371
21154228,malignant behavior of head and neck cancer>MESH:D006258,N-cadherin,1000
28938850,metastases>MESH:D009362,CD73,4907
16365219,metastases>MESH:D009362,LYVE-1,10894
28669249,mobile tongue cancer>MESH:D014062,E6 and E7,25479186
30302873,neck cancer>MESH:D006258,epiregulin,2069
30302873,neck cancer>MESH:D006258,amphiregulin,374
29103754,neck cancer>MESH:D006258,hepatocyte growth factor,3082
26821349,neck cancer>MESH:D006258,TYMS,7298
25503184,neck squamous cell cancer>MESH:D018307,MMP1, -2, and -9,4312;4313;4318
25503184,neck squamous cell cancer>MESH:D018307,MMP1,4312
28006059,Neck Squamous Cell Cancer>MESH:D018307,KRAS,24525
28006059,Neck Squamous Cell Cancer>MESH:D018307,p16,25163
28006059,Neck Squamous Cell Cancer>MESH:D018307,transforming growth factor beta1,59086
20073073,neck squamous cell carcinoma cancer>MESH:D018307,aldehyde dehydrogenase,11670
28061796,neck squamous cell carcinoma metastasis>MESH:C535575,TRIM24,8805
28061796,neck squamous cell carcinoma metastasis>MESH:C535575,DDX58,23586
28061796,neck squamous cell carcinoma metastasis>MESH:C535575,GLUT4,6517
31182137,neck squamous cell carcinoma>MESH:C535575,AKR1C1,1645
31182137,neck squamous cell carcinoma>MESH:C535575,STAT1,6772
29355614,neck squamous cell carcinoma>MESH:C535575,IDO-1,3620
22674298,neck squamous cell carcinoma>MESH:C535575,LL37,820
18712679,neck squamous cell carcinoma>MESH:C535575,Akt,207
29079308,necrosis>MESH:D009336,CD34,947
18203649,oral cancer>MESH:D009062,CEA,1084
18203649,oral cancer>MESH:D009062,CK 18,3875
18203649,oral cancer>MESH:D009062,TPA,5327
18203649,oral cancer>MESH:D009062,CK 8,3856
27739364,Oral Cancer>MESH:D009062,miRNA 21,406991
31498939,papillary thyroid cancer>MESH:C536915,FOXF1,2294
22009819,papillomavirus-negative oropharyngeal cancer>MESH:D009959,Bcl-2,596
28831912,Shock Proteins>MESH:D058495,HSP27,3315
28831912,Shock Proteins>MESH:D058495,HSP60,3329
28831912,Shock Proteins>MESH:D058495,HSP90,3320
28831912,Shock Proteins>MESH:D058495,HSP,7190
28831179,Squamous Cell Carcinoma>MESH:D002294,Thymosin Beta-4 X-Linked,7114
30108590,Squamous Cell Carcinomas>MESH:D002294,PD-1,100513601
30108590,Squamous Cell Carcinomas>MESH:D002294,interleukin (IL)-10,3586
30108590,Squamous Cell Carcinomas>MESH:D002294,CX3CL1,6376
30108590,Squamous Cell Carcinomas>MESH:D002294,IL-8,3576
28602571,tongue cancer>MESH:D014062,neuropilin 2,8828
28602571,tongue cancer>MESH:D014062,cT1,1489
28602571,tongue cancer>MESH:D014062,vascular endothelial growth factor C,7424
28602571,tongue cancer>MESH:D014062,vascular endothelial growth factor receptor 3,2324
28602571,tongue cancer>MESH:D014062,semaphorin 3F,6405
20187102,tumor hypoxia>MESH:D000860,mir-210,406992
20187102,tumor hypoxia>MESH:D000860,hsa-miR-10b,406903
28815787,tumor microemboli>MESH:D009369,transforming growth factor-beta receptor I,7046
28815787,tumor microemboli>MESH:D009369,CTM1,135927
29235112,tumor>MESH:D009369,CD56,4684
27027429,tumor>MESH:D009369,RASSF1A,11186
27027429,tumor>MESH:D009369,DAPK,1612
27027429,tumor>MESH:D009369,DCC,1630
27027429,tumor>MESH:D009369,COL1A2,1278
26779534,tumor>MESH:D009369,CD147,682
24337411,tumor>MESH:D009369,nucleolar protein 4,8715
24337411,tumor>MESH:D009369,iroquois homeobox 1,79192
24337411,tumor>MESH:D009369,SLC5A8,160728
24337411,tumor>MESH:D009369,LRRC3B,116135
24337411,tumor>MESH:D009369,FUSSEL18,652991
24337411,tumor>MESH:D009369,EBF3,253738
24337411,tumor>MESH:D009369,GBX2,2637
24337411,tumor>MESH:D009369,HMX2,3167
24337411,tumor>MESH:D009369,SEPT9,10801
24337411,tumor>MESH:D009369,ALX3,257
24337411,tumor>MESH:D009369,SOCS3,9021
24337411,tumor>MESH:D009369,LHX6,26468
26544568,Tumors>MESH:D009369,ZNF14,7561
26544568,Tumors>MESH:D009369,ZNF160,90338
26544568,Tumors>MESH:D009369,ZNF420,147923
26544568,Tumors>MESH:D009369,ZNF,284390
