Annotation Cluster 1	Enrichment Score: 0.7506222270005514
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_ALL	GO:0005623~cell	75	83.33333333333334	0.3421643630236971	2145, 327657, 23204, 7593, 4494, 10857, 9922, 51043, 163050, 60625, 8841, 1101, 353497, 3198, 25897, 79786, 22800, 84824, 5329, 7280, 5600, 347902, 80317, 83416, 55298, 55299, 1240, 1852, 1717, 64976, 6695, 7511, 3916, 643641, 153768, 117581, 58491, 286133, 90007, 83752, 58488, 23676, 79366, 962, 53358, 2074, 57222, 924, 55217, 345275, 8815, 6909, 7768, 23193, 55839, 5799, 9167, 116984, 728294, 29964, 65095, 4723, 26509, 116535, 94081, 400935, 83540, 25914, 27102, 10497, 909, 30832, 10783, 7009, 55142	80	14568	15899	1.023154345140033	1.0	0.9832186925854524	99.55720473381533
GOTERM_MF_ALL	GO:0005488~binding	59	65.55555555555556	0.8224355391405385	2145, 23204, 7593, 4494, 10857, 51043, 9922, 163050, 60625, 8841, 353497, 3198, 25897, 22800, 5329, 7280, 5600, 347902, 80317, 55298, 55299, 1240, 5648, 1852, 1717, 64976, 6695, 7511, 643641, 3916, 117581, 58491, 83752, 90007, 58488, 79366, 962, 2074, 53358, 57222, 55217, 8815, 339761, 6909, 7768, 23193, 116984, 728294, 29964, 65095, 4723, 26509, 83540, 27102, 10497, 909, 30832, 10783, 7009	71	12905	15016	0.9669185979885512	1.0	0.9997966199133228	99.99999999068616
GOTERM_BP_ALL	GO:0009987~cellular process	66	73.33333333333333	0.8814213956902122	2145, 327657, 23204, 7593, 4494, 9922, 51043, 163050, 60625, 8841, 1101, 353497, 3198, 25897, 79786, 22800, 84824, 5329, 7280, 5600, 347902, 80317, 55298, 55299, 1240, 5648, 1852, 1717, 64976, 6695, 7511, 643641, 3916, 117581, 58491, 286133, 83752, 90007, 79366, 962, 2074, 53358, 924, 55217, 8815, 6909, 7768, 23193, 55839, 5799, 9167, 116984, 728294, 4723, 26509, 116535, 94081, 400935, 83540, 25914, 27102, 10497, 30832, 10783, 7009, 55142	73	13971	14999	0.9706348669406196	1.0	0.9999990469057789	99.99999999999997

Annotation Cluster 2	Enrichment Score: 0.6789048970576577
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_ALL	GO:0031967~organelle envelope	10	11.11111111111111	0.06178453477849824	1717, 64976, 9167, 153768, 4723, 30832, 26509, 116535, 94081, 7009	80	1008	15899	1.9716021825396826	0.999999825485574	0.9944117334745574	56.19138526623216
GOTERM_CC_ALL	GO:0031975~envelope	10	11.11111111111111	0.06303089297035797	1717, 64976, 9167, 153768, 4723, 30832, 26509, 116535, 94081, 7009	80	1012	15899	1.9638092885375493	0.9999998738270232	0.981153027908719	56.9385838327379
GOTERM_CC_ALL	GO:0031965~nuclear membrane	4	4.444444444444445	0.13247296360867633	1717, 30832, 26509, 116535	80	254	15899	3.129724409448819	0.9999999999999991	0.9688035160172782	84.1034775204345
GOTERM_CC_ALL	GO:0044429~mitochondrial part	8	8.88888888888889	0.14247518856241292	64976, 9167, 153768, 4723, 94081, 7009, 55217, 728294	80	873	15899	1.8211912943871709	1.0	0.9669409538813487	86.31875688083278
GOTERM_CC_ALL	GO:0031090~organelle membrane	16	17.77777777777778	0.20034549602700924	23204, 10857, 55298, 4723, 26509, 57222, 116535, 94081, 1717, 64976, 3916, 909, 5799, 30832, 9167, 7009	80	2390	15899	1.3304602510460253	1.0	0.9796891860204447	94.46100681299102
GOTERM_CC_ALL	GO:0005740~mitochondrial envelope	6	6.666666666666667	0.21063982511947557	64976, 9167, 153768, 4723, 94081, 7009	80	638	15899	1.8690047021943574	1.0	0.9786690545235323	95.31609731174115
GOTERM_CC_ALL	GO:0005635~nuclear envelope	4	4.444444444444445	0.306224967986388	1717, 30832, 26509, 116535	80	390	15899	2.038333333333333	1.0	0.9857073709939318	99.11861960248469
GOTERM_CC_ALL	GO:0031966~mitochondrial membrane	5	5.555555555555555	0.3541294885729309	64976, 9167, 4723, 94081, 7009	80	605	15899	1.6424586776859504	1.0	0.9778408415645228	99.6508309758245
GOTERM_CC_ALL	GO:0005743~mitochondrial inner membrane	4	4.444444444444445	0.3689749183910075	64976, 9167, 4723, 94081	80	436	15899	1.8232798165137616	1.0	0.9792205693256412	99.74156955443544
GOTERM_CC_ALL	GO:0019866~organelle inner membrane	4	4.444444444444445	0.43873550205816586	64976, 9167, 4723, 94081	80	488	15899	1.6289959016393443	1.0	0.982162267481872	99.94325825080034
GOTERM_CC_ALL	GO:0005739~mitochondrion	8	8.88888888888889	0.6252072649294625	64976, 9167, 153768, 4723, 94081, 7009, 55217, 728294	80	1499	15899	1.060640426951301	1.0	0.9956700959450346	99.99969499686944

Annotation Cluster 3	Enrichment Score: 0.49944776294862353
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_ALL	GO:0005730~nucleolus	8	8.88888888888889	0.0996515468573678	353497, 90007, 65095, 64976, 10857, 79366, 55299, 2074	80	795	15899	1.999874213836478	0.9999999999924805	0.9860030957315684	74.29519770550984
GOTERM_MF_ALL	GO:0003676~nucleic acid binding	21	23.333333333333332	0.24880902402756322	65095, 7593, 79366, 51043, 80317, 55299, 163050, 2074, 60625, 353497, 8815, 6909, 64976, 3198, 7768, 27102, 23193, 643641, 30832, 117581, 58491	71	3671	15016	1.2098480285143167	1.0	0.9998127116067675	97.81400375176253
GOTERM_MF_ALL	GO:0044822~poly(A) RNA binding	6	6.666666666666667	0.5735673746019293	65095, 64976, 23193, 79366, 55299, 60625	71	1081	15016	1.1738739560396607	1.0	0.9988039027092075	99.99886842526112
GOTERM_MF_ALL	GO:0003723~RNA binding	7	7.777777777777778	0.7067638632920216	65095, 64976, 27102, 23193, 79366, 55299, 60625	71	1491	15016	0.9929246842557694	1.0	0.9995321471198491	99.99999240695752

Annotation Cluster 4	Enrichment Score: 0.48183521307916893
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_ALL	GO:0043169~cation binding	22	24.444444444444443	0.2523420407181653	29964, 58488, 7593, 4494, 51043, 80317, 55298, 4723, 163050, 5648, 55217, 339761, 7511, 6695, 25897, 7768, 10497, 643641, 30832, 116984, 58491, 10783	71	3884	15016	1.197951871890457	1.0	0.9996406353946874	97.94746795156438
GOTERM_MF_ALL	GO:0003700~transcription factor activity, sequence-specific DNA binding	8	8.88888888888889	0.290879904581236	6909, 7593, 7768, 51043, 80317, 30832, 163050, 58491	71	1154	15016	1.4661556862840823	1.0	0.9989662968105022	98.98803527242208
GOTERM_MF_ALL	GO:0001071~nucleic acid binding transcription factor activity	8	8.88888888888889	0.2916286718343456	6909, 7593, 7768, 51043, 80317, 30832, 163050, 58491	71	1155	15016	1.4648862874214987	1.0	0.9984426247384175	99.00222142052522
GOTERM_MF_ALL	GO:0043167~ion binding	22	24.444444444444443	0.32094346497209036	29964, 58488, 7593, 4494, 51043, 80317, 55298, 4723, 163050, 5648, 55217, 339761, 7511, 6695, 25897, 7768, 10497, 643641, 30832, 116984, 58491, 10783	71	4041	15016	1.1514093220545742	1.0	0.9989194767572526	99.43277500184612
GOTERM_MF_ALL	GO:0046872~metal ion binding	21	23.333333333333332	0.3244304003033014	29964, 7593, 4494, 51043, 80317, 55298, 4723, 163050, 5648, 55217, 339761, 7511, 6695, 25897, 7768, 10497, 643641, 30832, 116984, 58491, 10783	71	3841	15016	1.1563009926258934	1.0	0.9985506665856498	99.47048550389846
GOTERM_MF_ALL	GO:0046914~transition metal ion binding	7	7.777777777777778	0.5766404343970026	339761, 29964, 7511, 25897, 4494, 55298, 55217	71	1306	15016	1.1335763432047106	1.0	0.9986555840124176	99.99897267144148

Annotation Cluster 5	Enrichment Score: 0.48125282980560063
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_ALL	GO:0044432~endoplasmic reticulum part	9	10.0	0.15864175224974553	1717, 23204, 10857, 23193, 5799, 55298, 57222, 7009, 5329	80	1066	15899	1.6778963414634147	1.0	0.9609203865626842	89.30560610890484
GOTERM_CC_ALL	GO:0031090~organelle membrane	16	17.77777777777778	0.20034549602700924	23204, 10857, 55298, 4723, 26509, 57222, 116535, 94081, 1717, 64976, 3916, 909, 5799, 30832, 9167, 7009	80	2390	15899	1.3304602510460253	1.0	0.9796891860204447	94.46100681299102
GOTERM_CC_ALL	GO:0005789~endoplasmic reticulum membrane	7	7.777777777777778	0.28758929332739885	1717, 23204, 10857, 55298, 57222, 7009, 5329	80	898	15899	1.5491787305122495	1.0	0.9871545660705711	98.75794548381158
GOTERM_CC_ALL	GO:0042175~nuclear outer membrane-endoplasmic reticulum membrane network	7	7.777777777777778	0.30329061552266834	1717, 23204, 10857, 55298, 57222, 7009, 5329	80	916	15899	1.5187363537117904	1.0	0.9878316902362375	99.06913926226714
GOTERM_CC_ALL	GO:0005783~endoplasmic reticulum	10	11.11111111111111	0.3182539730874046	1717, 23204, 10857, 23193, 5799, 55298, 22800, 57222, 7009, 5329	80	1487	15899	1.336499663752522	1.0	0.985720152968425	99.29715326539244
GOTERM_CC_ALL	GO:0012505~endomembrane system	18	20.0	0.5921668793932046	23204, 10857, 55298, 26509, 116535, 8841, 57222, 1717, 23193, 10497, 3916, 909, 5799, 30832, 22800, 7009, 5329, 55142	80	3511	15899	1.0188763884933068	1.0	0.9945413057986935	99.99908979812673
GOTERM_CC_ALL	GO:0098588~bounding membrane of organelle	7	7.777777777777778	0.8188106379557598	1717, 23204, 3916, 909, 5799, 55298, 57222	80	1599	15899	0.870020325203252	1.0	0.9989222183541119	99.9999999749231

Annotation Cluster 6	Enrichment Score: 0.37702538882536835
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0007017~microtubule-based process	6	6.666666666666667	0.1200154330957583	7280, 25897, 3916, 8841, 10783, 55142	73	544	14999	2.2661663980660753	1.0	0.9999999894172413	88.20670262193723
GOTERM_BP_ALL	GO:1902589~single-organism organelle organization	10	11.11111111111111	0.26149814289634987	83752, 23204, 83540, 25897, 55839, 25914, 9922, 8841, 10783, 55142	73	1455	14999	1.4121357623687802	1.0	0.9999992375330401	99.37068537416117
GOTERM_BP_ALL	GO:0000226~microtubule cytoskeleton organization	4	4.444444444444445	0.2620635247790597	25897, 8841, 10783, 55142	73	370	14999	2.221251388374676	1.0	0.9999988984618201	99.37869251147087
GOTERM_CC_ALL	GO:0005874~microtubule	4	4.444444444444445	0.2858240094859074	7280, 8841, 10783, 55142	80	375	15899	2.119866666666667	1.0	0.9895708506335876	98.71752156915146
GOTERM_BP_ALL	GO:0006996~organelle organization	19	21.11111111111111	0.35718948156957986	2145, 83752, 23204, 7280, 79366, 9922, 80317, 4723, 55299, 8841, 8815, 64976, 25897, 83540, 25914, 55839, 10783, 5329, 55142	73	3392	14999	1.1508989726027397	1.0	0.9999996465554629	99.93817132794695
GOTERM_CC_ALL	GO:0005815~microtubule organizing center	4	4.444444444444445	0.5338367925462418	25897, 25914, 10783, 55142	80	563	15899	1.4119893428063943	1.0	0.9925584224935845	99.99486605417333
GOTERM_CC_ALL	GO:0099513~polymeric cytoskeletal fiber	4	4.444444444444445	0.5398674909648916	7280, 8841, 10783, 55142	80	568	15899	1.3995598591549296	1.0	0.9922221917894519	99.99566222257724
GOTERM_CC_ALL	GO:0099512~supramolecular fiber	4	4.444444444444445	0.5398674909648916	7280, 8841, 10783, 55142	80	568	15899	1.3995598591549296	1.0	0.9922221917894519	99.99566222257724
GOTERM_CC_ALL	GO:0015630~microtubule cytoskeleton	6	6.666666666666667	0.5407514189242542	7280, 25897, 25914, 8841, 10783, 55142	80	979	15899	1.218003064351379	1.0	0.9913205596807454	99.99576883410025
GOTERM_BP_ALL	GO:0007010~cytoskeleton organization	6	6.666666666666667	0.5657294888037383	7280, 25897, 9922, 8841, 10783, 55142	73	1041	14999	1.1842406537444237	1.0	0.9999960136203989	99.99991221238314
GOTERM_CC_ALL	GO:0044430~cytoskeletal part	6	6.666666666666667	0.7877293619110366	7280, 25897, 25914, 8841, 10783, 55142	80	1306	15899	0.9130359877488513	1.0	0.9988327517098889	99.9999998054274
GOTERM_CC_ALL	GO:0005856~cytoskeleton	6	6.666666666666667	0.9497718816735367	7280, 25897, 25914, 8841, 10783, 55142	80	1779	15899	0.6702782462057335	1.0	0.9999406053570046	100.0

Annotation Cluster 7	Enrichment Score: 0.3601503206242368
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_ALL	GO:0043086~negative regulation of catalytic activity	10	11.11111111111111	0.013274051359430232	90007, 23204, 327657, 6695, 5799, 7009, 55217, 5329, 1101, 1852	73	793	14999	2.590993107498834	0.9999999993230635	0.9999999993230635	20.022542794724394
GOTERM_BP_ALL	GO:0044092~negative regulation of molecular function	11	12.222222222222221	0.025903863591159104	90007, 23204, 327657, 6695, 5799, 1240, 7009, 55217, 5329, 1101, 1852	73	1038	14999	2.177382743421226	1.0	0.9999999990104484	35.52000832333777
GOTERM_BP_ALL	GO:0051346~negative regulation of hydrolase activity	6	6.666666666666667	0.03370578195953627	23204, 327657, 6695, 5799, 7009, 5329	73	374	14999	3.296242033550655	1.0	0.9999999856250195	43.632061448240535
GOTERM_BP_ALL	GO:0045861~negative regulation of proteolysis	5	5.555555555555555	0.05604686367450487	23204, 327657, 6695, 5648, 5329	73	300	14999	3.4244292237442924	1.0	0.9999999998725261	61.87790048202885
GOTERM_BP_ALL	GO:0032269~negative regulation of cellular protein metabolic process	9	10.0	0.08196236890770567	23204, 327657, 6695, 27102, 8841, 5648, 5329, 1101, 1852	73	944	14999	1.9588895983283026	1.0	0.9999999999981638	76.06488451625984
GOTERM_BP_ALL	GO:0009892~negative regulation of metabolic process	17	18.88888888888889	0.09050524916749969	90007, 23204, 327657, 7593, 80317, 163050, 8841, 5648, 55217, 1101, 1852, 6909, 6695, 27102, 117581, 7009, 5329	73	2355	14999	1.4831922752523048	1.0	0.9999999999858512	79.52855809356872
GOTERM_BP_ALL	GO:0010951~negative regulation of endopeptidase activity	4	4.444444444444445	0.09282828268256466	23204, 327657, 6695, 5329	73	224	14999	3.6690313111545985	1.0	0.9999999997182162	80.38547211686476
GOTERM_BP_ALL	GO:0031324~negative regulation of cellular metabolic process	16	17.77777777777778	0.0947298154189821	90007, 23204, 327657, 7593, 80317, 163050, 8841, 5648, 1101, 1852, 6909, 6695, 27102, 117581, 7009, 5329	73	2189	14999	1.5018054156210692	1.0	0.9999999970913073	81.06168317437809
GOTERM_BP_ALL	GO:0010466~negative regulation of peptidase activity	4	4.444444444444445	0.10343416816080382	23204, 327657, 6695, 5329	73	235	14999	3.497289419994171	1.0	0.9999999952626121	83.88669470809769
GOTERM_BP_ALL	GO:0051248~negative regulation of protein metabolic process	9	10.0	0.1055056762261459	23204, 327657, 6695, 27102, 8841, 5648, 5329, 1101, 1852	73	1000	14999	1.8491917808219176	1.0	0.9999999776509503	84.49798930331801
GOTERM_BP_ALL	GO:0080135~regulation of cellular response to stress	6	6.666666666666667	0.12069578818334045	27102, 80317, 2074, 8841, 10783, 7009	73	545	14999	2.262008294583386	1.0	0.9999999558441213	88.35822933479514
GOTERM_BP_ALL	GO:0080134~regulation of response to stress	10	11.11111111111111	0.127306922649932	286133, 27102, 3916, 80317, 2074, 8841, 10783, 7009, 5648, 5329	73	1217	14999	1.6882970700464874	1.0	0.9999999350765706	89.73833295534935
GOTERM_BP_ALL	GO:1902532~negative regulation of intracellular signal transduction	5	5.555555555555555	0.15342877656113113	8841, 7009, 5329, 1101, 1852	73	432	14999	2.3780758498224253	1.0	0.9999999280930593	93.82623915368052
GOTERM_BP_ALL	GO:0010605~negative regulation of macromolecule metabolic process	15	16.666666666666664	0.1546312559206038	23204, 327657, 7593, 80317, 163050, 8841, 5648, 1101, 1852, 6909, 6695, 27102, 117581, 7009, 5329	73	2181	14999	1.4131069699082361	1.0	0.9999998341991504	93.97123400950483
GOTERM_BP_ALL	GO:0033554~cellular response to stress	12	13.333333333333334	0.1553265003153805	353497, 286133, 6909, 27102, 80317, 55298, 2074, 26509, 8841, 10783, 7009, 1852	73	1632	14999	1.510777598710717	1.0	0.9999996327922472	94.05359947977371
GOTERM_BP_ALL	GO:0050790~regulation of catalytic activity	15	16.666666666666664	0.1740293951381902	90007, 23204, 327657, 5600, 9922, 53358, 2074, 55217, 1101, 1852, 6695, 5799, 116984, 7009, 5329	73	2228	14999	1.3832972627333315	1.0	0.9999989122027748	95.91053592853945
GOTERM_BP_ALL	GO:0030162~regulation of proteolysis	6	6.666666666666667	0.22126299065615257	23204, 327657, 6695, 25897, 5648, 5329	73	673	14999	1.8317897779315677	1.0	0.9999998632587627	98.47215771697363
GOTERM_MF_ALL	GO:0004857~enzyme inhibitor activity	4	4.444444444444445	0.23453401447662736	327657, 6695, 7009, 1101	71	359	15016	2.3564674957824945	1.0	0.9999556165417515	97.18875134153477
GOTERM_BP_ALL	GO:0052548~regulation of endopeptidase activity	4	4.444444444444445	0.24270065577218414	23204, 327657, 6695, 5329	73	355	14999	2.3151070808412113	1.0	0.999999846098782	99.04196640399861
GOTERM_BP_ALL	GO:0048583~regulation of response to stimulus	20	22.22222222222222	0.2455544026061649	286133, 5600, 9922, 80317, 962, 2074, 26509, 1240, 8841, 5648, 1101, 1852, 27102, 10497, 3916, 909, 116984, 7009, 10783, 5329	73	3358	14999	1.2237388530354825	1.0	0.9999997848051031	99.10057259165531
GOTERM_BP_ALL	GO:0051336~regulation of hydrolase activity	9	10.0	0.25565461209151447	23204, 327657, 6695, 5799, 9922, 53358, 116984, 7009, 5329	73	1259	14999	1.4687782214630007	1.0	0.9999998234814198	99.28204351821974
GOTERM_BP_ALL	GO:1902531~regulation of intracellular signal transduction	11	12.222222222222221	0.2571602599080314	5600, 9922, 2074, 116984, 1240, 8841, 10783, 7009, 5329, 1101, 1852	73	1637	14999	1.3806495343135203	1.0	0.9999993414097681	99.30594288661429
GOTERM_BP_ALL	GO:0052547~regulation of peptidase activity	4	4.444444444444445	0.27247720495562056	23204, 327657, 6695, 5329	73	378	14999	2.1742407769805028	1.0	0.9999981981141464	99.510101741063
GOTERM_BP_ALL	GO:0065009~regulation of molecular function	16	17.77777777777778	0.31131938696392475	90007, 23204, 327657, 5600, 9922, 53358, 2074, 1240, 55217, 1101, 1852, 6695, 5799, 116984, 7009, 5329	73	2704	14999	1.2157736889032988	1.0	0.9999996003264879	99.80425326942171
GOTERM_BP_ALL	GO:0042326~negative regulation of phosphorylation	4	4.444444444444445	0.3132010326821675	90007, 8841, 1101, 1852	73	409	14999	2.009445021268044	1.0	0.9999994848054724	99.81300599774947
GOTERM_BP_ALL	GO:0010629~negative regulation of gene expression	9	10.0	0.34842709947606787	6909, 7593, 27102, 80317, 163050, 117581, 8841, 7009, 5648	73	1388	14999	1.3322707354624768	1.0	0.9999995925878878	99.92246409471974
GOTERM_BP_ALL	GO:0048519~negative regulation of biological process	23	25.555555555555554	0.4025870170217607	90007, 23204, 5600, 327657, 7593, 4494, 347902, 79366, 80317, 163050, 1240, 8841, 5648, 55217, 1101, 1852, 6909, 6695, 27102, 5799, 117581, 7009, 5329	73	4296	14999	1.1000261472921609	1.0	0.9999997859811517	99.98182970837907
GOTERM_MF_ALL	GO:0098772~molecular function regulator	8	8.88888888888889	0.4084065776664651	327657, 6695, 9922, 2074, 53358, 116984, 7009, 1101	71	1306	15016	1.2955158208053836	1.0	0.9994464070851377	99.91014485781898
GOTERM_BP_ALL	GO:0016310~phosphorylation	12	13.333333333333334	0.43148321938324374	90007, 5600, 27102, 9167, 4723, 2074, 53358, 8841, 10783, 5329, 1101, 1852	73	2106	14999	1.1707450337587322	1.0	0.9999997295366693	99.99206837459069
GOTERM_BP_ALL	GO:0035556~intracellular signal transduction	14	15.555555555555555	0.4334160755816646	5600, 9922, 53358, 2074, 1240, 8841, 1101, 1852, 10497, 22800, 116984, 7009, 10783, 5329	73	2516	14999	1.1432911557810832	1.0	0.9999993513297168	99.99250739259575
GOTERM_MF_ALL	GO:0030234~enzyme regulator activity	6	6.666666666666667	0.43576017640728815	327657, 6695, 2074, 116984, 7009, 1101	71	927	15016	1.368886457906012	1.0	0.9995918036524735	99.95226855996215
GOTERM_BP_ALL	GO:0006508~proteolysis	9	10.0	0.44696658117255383	83752, 23204, 327657, 7511, 6695, 25897, 55298, 5648, 5329	73	1519	14999	1.2173744442540604	1.0	0.9999993055774048	99.99500126536435
GOTERM_BP_ALL	GO:0010563~negative regulation of phosphorus metabolic process	4	4.444444444444445	0.4488940723390127	90007, 8841, 1101, 1852	73	513	14999	1.602072151459318	1.0	0.9999990283249982	99.99528471451242
GOTERM_BP_ALL	GO:0045936~negative regulation of phosphate metabolic process	4	4.444444444444445	0.4488940723390127	90007, 8841, 1101, 1852	73	513	14999	1.602072151459318	1.0	0.9999990283249982	99.99528471451242
